TCS #, Main , Midblock Route , Side 1 Route , Side 2 Route ,Activation Date,Latitude,Longitude,Count Date,8 Peak Hr Vehicle Volume,8 Peak Hr Pedestrian Volume
1741, FINCH AVE E , 190m EAST OF , BRIDLETOWNE CRCL ,,08/27/1996,43.798100000,-79.309940000,11-06-2012,15402,101
1742, EGLINTON AVE E ,, ROSEMOUNT DR , PRIVATE ACCESS ,11/29/1996,43.730890000,-79.273870000,03-07-2011,19446,763
1743, HARBORD ST ,, SHAW ST ,,08/28/1996,43.659030000,-79.421870000,06-05-2012,7429,1545
1744, COXWELL AVE ,, PLAINS RD ,,08/30/1996,43.695960000,-79.328780000,05-05-2016,9473,1771
1745, QUEEN ST W ,, SORAUREN AVE ,,10/01/1996,43.639760000,-79.440950000,06-09-2015,7495,1527
1746, KING ST E ,, SUMACH ST ,,10/24/1996,43.655610000,-79.358400000,08-17-2015,6068,1153
1747, LAKE SHORE BLVD W ,, LOWER SIMCOE ST ,,06/14/1997,43.640283676,-79.383386674,10-06-2012,7069,1587
1748, EGLINTON AVE W ,, OLD FOREST HILL RD ,,11/26/1996,43.701520000,-79.423140000,07-10-2013,15671,860
1749, BRIMLEY RD , 255m SOUTH OF , SHEPPARD AVE E ,,11/12/1996,43.785444141,-79.267174155,12-15-2016,11962,13
1750, FINCH AVE W , 280m WEST OF , SENTINEL RD ,,10/29/1996,43.760300726,-79.503346682,02-24-2010,20537,262
1751, DORIS AVE ,, GREENFIELD AVE ,,12/23/1996,43.763940000,-79.408620000,05-13-2013,10340,2845
1752, LESLIE ST ,, ESTHER SHINER BLVD , PRIVATE ACCESS ,09/30/1997,43.769450000,-79.364300000,05-03-2014,27587,271
1753, PHARMACY AVE ,, ROSSCOWAN GT , PRIVATE ACCESS ,12/20/1996,43.785429000,-79.321806000,02-06-2018,9768,517
1754, SHEPPARD AVE E ,, MURISON BLVD ,,12/24/1996,43.799240000,-79.212940000,04-17-2012,8689,106
1755, YORK ST ,, BREMNER BLVD ,,06/14/1997,43.642970000,-79.381470000,10-04-2016,15023,12237
1756, KENNEDY RD ,, COWDRAY CRT ,,03/26/1997,43.780620000,-79.286940000,11-05-2009,24995,116
1757, KEELE ST ,, WEST TORONTO ST , PRIVATE ACCESS ,04/02/1997,43.670050000,-79.466460000,11-15-2012,15305,767
1758, ELLESMERE RD ,, BIRKDALE RD , PRIVATE ACCESS ,09/18/1997,43.768958000,-79.266512000,04-05-2016,17317,180
1759, KINGSTON RD ,, PARKCREST DR ,,09/15/1997,43.735970000,-79.220270000,12-07-2009,20101,361
1760, SPADINA AVE ,, SUSSEX AVE ,,07/27/1997,43.664660000,-79.402730000,11-15-2011,10680,2639
1761, SPADINA AVE ,, WILLCOCKS ST ,,07/22/1997,43.661300000,-79.401400000,01-11-2010,9628,5235
1762, KENNEDY RD ,, RANSTONE GDNS , PRIVATE ACCESS ,03/27/1997,43.742176000,-79.272048500,11-10-2009,14562,776
1763, MCNICOLL AVE ,, DYNAMIC DR ,,09-26-1997,43.823284000,-79.253612800,08-18-2016,7738,68
1764, STEELES AVE W ,, GERRY FITZGERALD DR , FUTURITY GATE ,07/28/2004,43.786210000,-79.474710000,05-13-2015,24942,646
1765, ROYAL YORK RD ,, EDENBRIDGE DR ,,10/30/1997,43.670120000,-79.521360000,06-04-2015,12434,86
1766, BAYVIEW AVE , 380m SOUTH OF , POST RD , PRIVATE ACCESS ,08/28/1997,43.733040000,-79.381240000,05-19-2011,26528,172
1767, DUFFERIN ST ,, ASCOT AVE ,,08/25/1997,43.680160000,-79.443930000,04-12-2016,12211,649
1768, AVENUE RD ,, CARMICHAEL AVE ,,11/27/1997,43.737580000,-79.420600000,04-19-2012,20973,714
1769, AVENUE RD ,, LYTTON BLVD ,,08/26/1997,43.713980000,-79.411850000,04-06-2017,20236,128
1770, AVENUE RD ,, HILLHURST BLVD ,,08/27/1997,43.712100000,-79.411670000,03-26-2012,16685,438
1771, ISLINGTON AVE ,, CENTRAL PARK RDWY , CORDOVA AVE ,09/24/1997,43.648400000,-79.525050000,04-24-2014,17848,1330
1772, WILLOWDALE AVE ,, BYNG AVE ,,07/11/1997,43.778550000,-79.405810000,10-18-2010,10548,672
1773, ALNESS ST ,, MARTIN ROSS AVE ,,12/16/1997,43.774280000,-79.473370000,03-09-2009,10105,76
1774, ALNESS ST ,, SUPERTEST RD ,,12/16/1997,43.776830000,-79.474440000,03-03-2009,9463,57
1775, ELLESMERE RD ,, PRINCIPAL RD ,,11/19/1997,43.762607000,-79.294705000,04-05-2016,20900,269
1776, TAPSCOTT RD ,, BLACKWELL AVE , PRIVATE ACCESS ,03/12/1997,43.805552000,-79.220863000,04-27-2011,5901,792
1777, DUFFERIN ST ,, GERRY FITZGERALD DR , PRIVATE ACCESS ,07/28/2004,43.783840000,-79.470140000,07-30-2013,19133,923
1778, NEILSON RD ,, LIVONIA PL , PURPLEDUSK TRL ,12/17/1997,43.785550000,-79.206230000,01-31-2018,9464,274
1779, LAWRENCE AVE W ,, RALPH ST , PRIVATE ACCESS ,11/18/1997,43.701100000,-79.512100000,06-23-2011,13103,1585
1780, FINCH AVE E , 35m EAST OF , WINLOCK PK ,,10/23/1997,43.784170000,-79.395520000,11-30-2016,16397,195
1781, DUNDAS ST W ,, MONTROSE AVE ,,08/13/1998,43.650300000,-79.415950000,04-17-2012,11987,1216
1782, DON MILLS RD ,, AU LARGE BLVD ,,07/01/1998,43.796480000,-79.355190000,01-25-2011,16364,695
1783, BEECROFT RD ,, ELMHURST AVE ,,04/12/1997,43.762653100,-79.413788700,05-02-2013,10844,1092
1784, LAKE SHORE BLVD W , 350m NORTHEAST OF , PARK LAWN RD , PRIVATE ACCESS ,05/12/1997,43.626010000,-79.479700000,10-06-2016,12520,316
1785, MARTIN GROVE RD ,, NOTTINGHILL GT , WINTERTON DR ,11/13/1997,43.672430000,-79.562230000,04-10-2014,8033,361
1786, SHEPPARD AVE E ,, GRAND MARSHALL DR , WATER TOWER GT ,10/03/1998,43.803140000,-79.194880000,04-07-2011,16800,273
1787, MORNINGSIDE AVE ,, OLD FINCH AVE ,,06/10/1998,43.818791000,-79.215019000,03-02-2016,10386,102
1788, SEWELLS RD ,, BRENYON WAY ,,10/28/1998,43.807798000,-79.215605000,12-15-2010,5498,409
1789, SHEPPARD AVE E ,, GATEFORTH DR ,,03/07/1998,43.795600000,-79.230280000,04-16-2012,10368,323
1790, TAPSCOTT RD ,, NEWGALE GT , PRIVATE ACCESS ,10/15/1998,43.818430000,-79.239830000,07-19-2017,10069,98
1791, EGLINTON AVE E ,, LEBOVIC AVE ,,11/05/1998,43.727040000,-79.291480000,04-01-2010,29467,2191
1792, DUFFERIN ST ,, SAMOR RD , PRIVATE ACCESS ,06/17/1998,43.718280000,-79.455640000,04-11-2016,17066,974
1793, STEELES AVE W ,, HIGHWAY 27 ,,06/30/1998,43.755490000,-79.614090000,05-14-2015,33940,70
1794, MCCOWAN RD ,, KENHATCH BLVD ,,07/16/1998,43.801450000,-79.263770000,04-30-2015,14927,177
1795, WILSON AVE ,, RIDGE RD ,,08/13/1998,43.724010000,-79.494110000,04-07-2016,15549,742
1797, KIPLING AVE ,, GENTHORN AVE , PRIVATE ACCESS ,07/28/1998,43.723470000,-79.572330000,12-11-2014,8900,253
1798, MEADOWVALE RD ,, ZOO RD , PRIVATE ACCESS ,04/06/1998,43.822932378,-79.177448899,07-19-2009,5654,2155
1799, ELLESMERE RD ,, DOLLY VARDEN BLVD ,,10/08/1999,43.775760000,-79.234980000,03-21-2016,13825,534
1800, OVERLEA BLVD ,, WILLIAM MORGAN DR ,,04/09/1998,43.708050000,-79.341360000,10-27-2011,14252,1060
1801, DORIS AVE ,, EMPRESS AVE ,,01/09/1998,43.769737100,-79.410790800,05-02-2013,11120,3553
1802, YONGE ST , 85m NORTH OF , SHUTER ST ,,12/23/1998,43.654820000,-79.380280000,05-06-2014,5644,3945
1803, ISLINGTON AVE , 25m NORTH OF , WINNIPEG RD ,,10/20/1998,43.692670000,-79.544670000,04-29-2014,13772,37
1804, WESTON RD , 285m SOUTHEAST OF , LAWRENCE AVE W ,,08/20/1998,43.698992881,-79.513050914,03-31-2010,8934,256
1805, PARKSIDE DR ,, INDIAN VALLEY CRES ,,09/17/1998,43.651150000,-79.458510000,01-05-2009,13710,366
1806, PARKSIDE DR ,, SPRING RD ,,09/17/1998,43.640968760,-79.454627037,12-10-2016,13178,237
1807, ADELAIDE ST W ,, BRANT ST ,,10/27/1998,43.646217000,-79.398129000,07-30-2009,6505,1038
1808, BATHURST ST ,, ROBINSON ST , CARR ST ,10/29/1998,43.648930000,-79.404650000,04-02-2015,9841,2137
1809, DUNDAS ST W , 200m EAST OF , SCARLETT RD , PRIVATE ACCESS ,09/16/1998,43.665703610,-79.496920312,05-10-2016,14306,423
1811, LAKE SHORE BLVD E ,, NORTHERN DANCER BLVD , PRIVATE ACCESS ,08/18/1998,43.663400000,-79.309690000,05-20-2015,13170,390
1812, BROADVIEW AVE ,, HILLSIDE DR , PRIVATE ACCESS ,12/16/1998,43.686000000,-79.356270000,02-07-2013,8093,362
1814, MIDLAND AVE ,, LOCKIE AVE ,,02/16/1999,43.788943000,-79.280036000,01-22-2013,10076,676
1815, MCNICOLL AVE ,, EAGLE POINT RD ,,11/10/1999,43.805140000,-79.326350000,07-24-2017,9645,121
1817, MCNICOLL AVE ,, SILVER SPRINGS BLVD ,,01/06/1999,43.810060000,-79.306330000,12-17-2009,10889,91
1818, ROYAL YORK RD ,, NEWCASTLE ST ,,08/07/1999,43.617510000,-79.498930000,01-06-2015,8244,505
1819, MCNICOLL AVE ,, HAROLD EVANS CRES , PLACER CRT ,07/22/1999,43.803420000,-79.341830000,02-16-2012,7365,464
1820, SHEPPARD AVE E , 30m EAST OF , REIDMOUNT AVE , PRIVATE ACCESS ,03/23/2001,43.784000000,-79.285000000,04-05-2014,15001,515
1821, POYNTZ AVE ,, BEECROFT RD ,,08/04/1999,43.759630000,-79.412110000,04-30-2013,6440,74
1823, BAYVIEW AVE ,, TUDOR GT ,,06/30/1999,43.743410000,-79.383260000,04-19-2012,22602,30
1824, KINGSTON RD , 375m SOUTHWEST OF , BRIMLEY RD S , PRIVATE ACCESS ,10/09/1999,43.715576198,-79.243541543,06-29-2011,18318,144
1825, EGLINTON AVE E ,, TORRANCE RD , PRIVATE ACCESS ,07/16/1999,43.739600000,-79.235250000,12-13-2010,20519,1102
1826, BRIMLEY RD ,, GOLDEN GATE CRT , OMNI DR ,08/09/1999,43.771970000,-79.261870000,03-21-2016,17012,247
1827, LAWRENCE AVE E ,, BRIDGEPORT DR , CHARLOTTETOWN BLVD ,06/18/1999,43.778650000,-79.140790000,01-31-2018,6264,735
1828, EASTERN AVE , 175m EAST OF , COXWELL AVE , PRIVATE ACCESS ,01/06/1999,43.665970000,-79.314270000,04-25-2016,7506,112
1829, STEELES AVE E , 225m WEST OF , VICTORIA PARK AVE , PRIVATE ACCESS ,02/02/2000,43.814960745,-79.344200812,03-17-2008,28023,410
1830, VICTORIA PARK AVE , 237m SOUTH OF , STEELES AVE E , PRIVATE ACCESS ,12/23/1999,43.813640000,-79.340480000,07-23-2012,12962,105
1831, ANNETTE ST ,, EVELYN AVE ,,03/08/2007,43.661120000,-79.475200000,01-09-2012,7466,1004
1832, THE QUEENSWAY , 230m EAST OF , THE WEST MALL , PRIVATE ACCESS ,08/10/1999,43.613630000,-79.560370000,05-27-2008,21270,101
1834, OVERLEA BLVD , 175m WEST OF , THORNCLIFFE PARK DR , PRIVATE ACCESS ,03/24/2000,43.707030000,-79.345660000,10-27-2011,10759,675
1835, BLOOR ST W ,, FORESTVIEW RD , MAPLEDAWN RD ,07/29/1999,43.632800000,-79.573400000,06-14-2011,10736,249
1836, O CONNOR DR ,, GLENWOOD CRES ,,01/23/2001,43.702730000,-79.315680000,05-28-2012,19267,384
1837, LAWRENCE AVE W ,, GLEN RUSH BLVD ,,08/19/1999,43.719990000,-79.426640000,05-03-2012,14129,527
1838, LAWRENCE AVE E ,, EAST AVE , PRIVATE ACCESS ,08/16/1999,43.780720000,-79.131590000,01-25-2018,3522,1394
1839, WARDEN AVE , 75m NORTH OF , MACK AVE ,,03/09/1999,43.700270000,-79.276080000,01-27-2011,6587,291
1840, THE EAST MALL , 70m NORTH OF , CANTLE PATH , PRIVATE ACCESS ,09/15/1999,43.644654715,-79.558876455,03-26-2008,7316,183
1841, COMMISSIONERS ST ,, DON ROADWAY , PRIVATE ACCESS ,04/27/2000,43.648550000,-79.345020000,05-16-2012,4750,21
1843, COMMISSIONERS ST ,, CARLAW AVE , PRIVATE ACCESS ,04/27/2000,43.652650000,-79.335560000,04-22-2013,5309,28
1844, LESLIE ST ,, COMMISSIONERS ST , NORTH SERVICE RD ,04/27/2000,43.656550000,-79.326350000,04-22-2013,6556,67
1845, FRONT ST E ,, GEORGE ST , GEORGE ST S ,11/02/2000,43.649842000,-79.370320000,07-30-2013,7485,6045
1846, VICTORIA PARK AVE ,, MUSGRAVE ST , PRIVATE ACCESS ,04/25/2000,43.687950000,-79.286970000,08-07-2013,12033,1076
1847, DUNDAS ST W ,, MABELLE AVE ,,10/28/1999,43.646780000,-79.530520000,05-12-2016,11830,819
1848, FINCH AVE W ,, WOODBINE DOWNS BLVD , HALESIA DR ,10/22/2003,43.733760000,-79.606730000,07-31-2013,10162,624
1849, BRENTCLIFFE RD ,, VANDERHOOF AVE ,,11/07/2000,43.712900000,-79.359080000,09-08-2010,10837,714
1850, DANFORTH AVE ,, THYRA AVE , PRIVATE ACCESS ,06/14/2000,43.690810000,-79.290250000,05-07-2015,12898,3440
1851, KING ST W ,, SUDBURY ST , PRIVATE ACCESS ,07/02/2000,43.641010000,-79.417270000,08-24-2015,10301,1835
1852, DUNDAS ST W , 275m EAST OF , ROYAL YORK RD , PRIVATE ACCESS ,01/20/2000,43.659460348,-79.513578197,05-12-2016,18788,456
1855, KIPLING AVE ,, LONGFIELD RD , THE KINGSWAY ,06/07/2000,43.673600000,-79.549300000,09-15-2015,11307,313
1856, FINCH AVE W , 400m WEST OF , KIPLING AVE , PRIVATE ACCESS ,09/27/2000,43.743260000,-79.586760000,12-10-2009,13132,552
1857, EASTERN AVE ,, LARCHMOUNT AVE ,,09/07/2000,43.659659000,-79.333166000,04-26-2016,11098,141
1858, PRINCES BLVD ,, NUNAVUT RD , PRIVATE ACCESS ,12/09/2000,43.633270000,-79.415280000,10-14-2008,1485,33
1859, STEELES AVE E , 95m WEST OF , TARBERT RD , OLD ENGLISH LANE ,05/07/2000,43.804050000,-79.392780000,01-30-2018,20322,126
1861, FINCH AVE E ,, LISZT GT , TRUDY RD ,03/08/2000,43.790840000,-79.363060000,12-05-2016,16239,502
1863, THE QUEENSWAY , 150m WEST OF , ISLINGTON AVE , PRIVATE ACCESS ,05/12/2000,43.623190000,-79.516770000,07-30-2012,17766,274
1864, DUNDAS ST W , 50m NORTH OF , CHELSEA AVE , PRIVATE ACCESS ,02/20/2001,43.658612000,-79.453102000,04-27-2011,9752,1091
1865, QUEEN ST E ,, SUMACH ST ,,11/10/2000,43.656830000,-79.358890000,05-09-2011,6877,2578
1866, YORK MILLS RD ,, SCARSDALE RD , PRIVATE ACCESS ,09/06/2000,43.753540000,-79.357500000,03-09-2016,19385,675
1867, KIPLING AVE ,, MATTICE AVE , MATTICE RD ,10/19/2000,43.646960000,-79.537550000,12-16-2014,13922,146
1868, CALEDONIA RD ,, RAITHERM RD , PRIVATE ACCESS ,06/09/2000,43.701930000,-79.464340000,02-16-2011,17328,580
1869, KEELE ST ,, DOVEHOUSE AVE ,,12/23/2003,43.749610000,-79.487580000,02-23-2016,14554,264
1870, PHARMACY AVE ,, DOLPHIN DR , PRIVATE ACCESS ,07/11/2000,43.700090000,-79.286710000,02-08-2018,7836,846
1871, SHERWAY GARDENS RD ,, GARDINER X W SHERWAY GARDENS RAMP ,,01/12/2000,43.613090000,-79.552280000,12-06-2011,9713,0
1872, EGLINTON AVE E ,, PRUDHAM GT , PRIVATE ACCESS ,11/24/2000,43.728480000,-79.284810000,03-11-2013,19273,462
1873, MARTIN GROVE RD ,, RICHGROVE DR ,,03/05/2001,43.676840000,-79.564190000,05-10-2016,12097,687
1874, WILSON AVE , 300m EAST OF , DUFFERIN ST , PRIVATE ACCESS ,08/03/2001,43.732840000,-79.455320000,03-08-2016,17180,368
1875, DUFFERIN ST ,, BILLY BISHOP WAY ,,07/03/2001,43.730040000,-79.458370000,04-04-2016,17472,93
1876, ALNESS ST ,, FLINT RD ,,11/21/2000,43.781922700,-79.478151000,02-05-2013,9916,36
1877, DON MILLS RD , 160m NORTH OF , SHEPPARD AVE E , PRIVATE ACCESS ,10/30/2002,43.776490000,-79.347560000,12-02-2009,19187,656
1878, DUNDAS ST W ,, MANNING AVE ,,11/14/2000,43.651350000,-79.410910000,04-08-2015,8875,2028
1879, THE QUEENSWAY ,, GLENDALE AVE ,,08/31/2001,43.639320000,-79.451290000,03-04-2015,13888,555
1880, ANNETTE ST ,, PACIFIC AVE ,,08/06/2001,43.663242000,-79.467636000,01-26-2010,7493,780
1881, SPADINA RD ,, BURTON RD , KILBARRY RD ,02/28/2006,43.692850000,-79.414410000,02-24-2009,7370,282
1882, PHARMACY AVE ,, DEWEY DR ,,08/12/2000,43.755022000,-79.309359000,09-20-2010,13103,732
1883, BATHURST ST ,, ADELAIDE ST W ,,11/09/2001,43.645210000,-79.403210000,09-17-2016,11906,2667
1884, KIPLING AVE , 30m NORTH OF , STEVENSON RD ,,08/12/2000,43.744950000,-79.582880000,04-19-2010,19194,1700
1885, ISLINGTON AVE ,, TITAN RD ,,07/12/2000,43.630880000,-79.517740000,05-03-2014,16364,302
1886, MARTIN GROVE RD ,, PORTERFIELD RD ,,01/25/2001,43.722180000,-79.584980000,05-03-2016,9656,185
1887, BURNHAMTHORPE RD ,, OLD BURNHAMTHORPE RD ,,08/29/2001,43.640670000,-79.582020000,11-30-2016,16330,216
1888, MOUNT PLEASANT RD ,, GLENGOWAN RD ,,03/27/2001,43.720386000,-79.394925000,01-21-2013,9463,165
1889, DANFORTH AVE , 200m EAST OF , MAIN ST , PRIVATE ACCESS ,06/02/2001,43.688678457,-79.299528301,05-07-2015,12920,3473
1890, KIPLING AVE ,, GARDINER WB OFF RAMP ,,07/12/2000,43.619230000,-79.526040000,08-14-2012,24251,35
1891, SCARLETT RD ,, LA ROSE AVE ,,02/13/2001,43.686870000,-79.513120000,12-13-2016,10826,175
1892, THE QUEENSWAY , 60m EAST OF , ALGIE AVE , PRIVATE ACCESS ,09/28/2001,43.618850000,-79.536250000,08-08-2012,20221,114
1894, PARLIAMENT ST ,, MILL ST ,,05/23/2001,43.650192000,-79.362162000,08-13-2013,8833,3658
1895, LAWRENCE AVE W ,, BLOSSOMFIELD DR ,,06/11/2001,43.715240000,-79.448400000,06-17-2013,15437,568
1896, MIDLAND AVE ,, BAYLAWN DR , BOARHILL DR ,07/25/2001,43.800050000,-79.284680000,12-14-2016,11044,273
1897, OAKDALE RD , 376m SOUTH OF , FINCH AVE W , PRIVATE ACCESS ,12/15/2011,43.753250000,-79.526010000,02-07-2012,7394,393
1899, MILNER AVE ,, GRAND MARSHALL DR , PRIVATE ACCESS ,09/18/2001,43.799790000,-79.196770000,03-02-2011,7500,69
1900, DIXON RD , 65m WEST OF , MCARTHUR ST , PRIVATE ACCESS ,11/20/2002,43.697510000,-79.544920000,11-29-2016,15775,710
1901, PORT UNION RD ,, CONFERENCE BLVD ,,08/21/2001,43.786142000,-79.139429000,08-08-2016,7603,211
1902, TAPSCOTT RD ,, CROW TRL ,,05/07/2001,43.807670000,-79.232620000,04-16-2012,6725,102
1903, HIGHWAY 27 ,, ROYALCREST RD ,,12/09/2001,43.749720000,-79.610460000,08-08-2013,16730,5
1905, DUNDAS ST E ,, VICTORIA ST ,,09/19/2002,43.656300000,-79.379550000,04-13-2015,8889,10912
1906, KEELE ST ,, THE POND RD ,,12/20/2001,43.772030000,-79.493190000,02-27-2016,10081,203
1907, WICKSTEED AVE ,, BRENTCLIFFE RD , PRIVATE ACCESS ,09/13/2001,43.711490000,-79.358500000,09-07-2010,8998,277
1911, MARTIN GROVE RD ,, JEFFCOAT DR ,,11/28/2001,43.718820000,-79.583410000,05-03-2016,10232,137
1912, KING ST W ,, ATLANTIC AVE ,,07/31/2003,43.640190000,-79.421270000,01-24-2018,9466,2769
1913, SHEPPARD AVE E ,, BARBERRY PL , PRIVATE ACCESS ,12/19/2002,43.767470000,-79.385000000,06-18-2013,22825,1418
1914, VICTORIA PARK AVE ,, FARM GREENWAY , TERRAVIEW BLVD ,06/16/2015,43.764460714,-79.318369465,09-20-2017,30965,487
1915, STEELES AVE W , 185m WEST OF , HIDDEN TRL , PRIVATE ACCESS ,06/17/2003,43.788240000,-79.465370000,05-13-2015,24345,392
1916, QUEEN ST E ,, BELLEFAIR AVE ,,08/15/2002,43.670120000,-79.299810000,08-23-2017,10038,3826
1917, LAKE SHORE BLVD W ,, FORT YORK BLVD ,,08/13/2002,43.635510000,-79.406700000,11-03-2011,25651,56
1918, FORT YORK BLVD ,, FLEET ST ,,08/13/2002,43.636400000,-79.406820000,09-28-2011,7407,517
1919, BATHURST ST ,, FORT YORK BLVD ,,08/13/2002,43.638870000,-79.400620000,04-12-2015,11653,5808
1920, DUNDAS ST W ,, CLENDENAN AVE ,,12/09/2002,43.665540000,-79.473460000,05-04-2016,11186,1933
1921, ALBION RD ,, CALSTOCK DR ,,01/22/2002,43.734090000,-79.558240000,05-25-2016,12540,123
1923, O CONNOR DR ,, FOUR OAKS GT ,,06/12/2001,43.696760000,-79.334210000,01-08-2013,17289,104
1924, O CONNOR DR ,, TAYLOR DR ,,04/12/2001,43.698974575,-79.323830709,08-17-2010,16176,213
1926, MARKHAM RD , 250m SOUTH OF , FINCH AVE E , PRIVATE ACCESS ,11/01/2002,43.810780000,-79.242930000,07-31-2012,21432,84
1927, NORTH QUEEN ST ,, NOVA RD , PRIVATE ACCESS ,08/14/2002,43.616051492,-79.557155618,10-03-2011,11001,348
1928, BLOOR ST W ,, MONTROSE AVE ,,01/08/2002,43.663018000,-79.420904000,01-10-2018,7837,1342
1929, DOVERCOURT RD ,, HEPBOURNE ST ,,08/29/2002,43.658980000,-79.428530000,05-20-2010,6818,1574
1930, ST CLAIR AVE E ,, FERNDALE AVE , PRIVATE ACCESS ,08/14/2003,43.688640000,-79.391490000,11-20-2008,15672,1551
1931, LESLIE ST , 50m SOUTH OF , MOSLEY ST , PRIVATE ACCESS ,06/27/2003,43.660140000,-79.328850000,05-27-2013,10614,836
1932, THE QUEENSWAY ,, SOUTH KINGSWAY LINK RD ,,11/10/2009,43.635883246,-79.473179522,10-05-2016,2452,0
1933, KINGSTON RD , 25m EAST OF , GLEN MANOR DR ,,06/09/2002,43.679750000,-79.294510000,11-11-2015,10763,994
1934, BLOOR ST W ,, BROCK AVE ,,03/07/2002,43.659100000,-79.439180000,07-11-2017,12219,2082
1935, DUNDAS ST W ,, HOWARD PARK AVE , LYND AVE ,12/04/2003,43.652130000,-79.448010000,06-03-2013,11264,926
1936, OSSINGTON AVE , 54m NORTH OF , ACORES AVE ,,12/01/2005,43.672060000,-79.429820000,04-12-2011,5284,162
1937, OSSINGTON AVE ,, CHURCHILL AVE ,,08/27/2002,43.651990000,-79.421730000,01-12-2010,6627,830
1938, EGLINTON AVE W ,, SATELLITE DR , PRIVATE ACCESS ,12/01/2004,43.651590000,-79.603130000,03-22-2012,16600,145
1939, THE QUEENSWAY , 240m EAST OF , THE EAST MALL , PRIVATE ACCESS ,02/10/2002,43.617140000,-79.543470000,06-09-2010,24831,57
1941, COMSTOCK RD ,, LEBOVIC AVE ,,10/19/2005,43.720710000,-79.288720000,06-15-2015,6961,101
1942, MILNER AVE ,, MURISON BLVD , PRIVATE ACCESS ,04/16/2003,43.799020000,-79.202290000,07-11-2017,9855,842
1943, SCARLETT RD ,, EDINBOROUGH CRT ,,12/17/2002,43.672350000,-79.503990000,11-29-2016,10831,136
1944, LAKE SHORE BLVD W ,, GARDINER/LAKE SHORE RAMP , BROOKERS LANE ,02/10/2006,43.627270000,-79.479060000,10-06-2016,13928,306
1945, YONGE ST ,, SCRIVENER SQ ,,06/18/2003,43.680510000,-79.390920000,04-14-2014,15189,1027
1946, DIXON RD , 260m WEST OF , CHETTA PL ,,12/11/2002,43.695062031,-79.555315822,11-29-2016,14480,568
1947, HUMBER COLLEGE BLVD ,, WINDWOOD DR , SILVER BELL LANE ,08/27/2003,43.730060000,-79.604930000,12-10-2014,8980,1157
1948, LAWRENCE AVE E , 135m WEST OF , BAYVIEW AVE , PRIVATE ACCESS ,11/05/2002,43.727860000,-79.383560000,03-18-2013,12944,416
1949, LAWRENCE AVE E ,, MILDENHALL RD ,,07/12/1974,43.728450000,-79.386540000,06-10-2013,13912,243
1950, KIPLING AVE , 150m NORTH OF , MOUNT OLIVE DR ,,10/17/2002,43.748100000,-79.584380000,04-19-2010,9297,584
1951, LAKE SHORE BLVD E , 224m WEST OF , WOODBINE AVE ,,12/23/2002,43.664390000,-79.306240000,05-20-2015,11567,270
1952, BROADVIEW AVE ,, PRETORIA AVE ,,05/12/2002,43.678450000,-79.358430000,10-18-2016,8937,3215
1953, ALBION RD ,, BENSTROW AVE , SANAGAN RD ,05/28/2003,43.739080000,-79.576180000,05-25-2016,14762,427
1954, STEELES AVE E ,, STAINES RD ,,11/13/2003,43.841040000,-79.232240000,11-29-2010,11447,6
1955, BLOOR ST W , 78m WEST OF , ST THOMAS ST ,,12/12/2002,43.669200000,-79.391890000,01-16-2017,10428,2023
1956, SHEPPARD AVE E ,, BLUE RIDGE RD ,,12/19/2002,43.769780000,-79.374180000,03-22-2014,17247,395
1957, HORNER AVE ,, BETA ST ,,08/12/2003,43.603233800,-79.538500200,05-15-2013,6526,350
1958, MCNICOLL AVE ,, SILVER STAR BLVD ,,09/10/2009,43.813880000,-79.295000000,06-08-2017,12440,251
1959, MARTIN GROVE RD ,, MILKWOOD AVE ,,10/07/2003,43.730130000,-79.588550000,05-03-2016,9988,190
1960, ALBION RD , 230m WEST OF , KIPLING AVE ,,10/05/2004,43.740195049,-79.583272487,05-25-2016,12281,898
1961, RICHMOND ST E ,, GEORGE ST ,,12/09/2003,43.652815700,-79.371570000,08-13-2013,8880,2605
1962, RICHMOND ST E ,, BERKELEY ST ,,08/11/2005,43.654280000,-79.365290000,08-10-2010,13355,705
1963, ADELAIDE ST E ,, GEORGE ST ,,05/18/2004,43.651600000,-79.371080000,08-19-2009,9398,2697
1964, ADELAIDE ST E ,, BERKELEY ST ,,08/11/2005,43.652990000,-79.364750000,08-18-2009,8428,560
1965, KING ST E ,, GEORGE ST ,,05/19/2004,43.650730000,-79.370700000,05-17-2017,6632,11774
1966, KING ST E ,, BERKELEY ST ,,02/11/2004,43.652140000,-79.364400000,05-17-2017,5522,3714
1967, FRONT ST E ,, PRINCESS ST ,,09/22/2004,43.650652700,-79.366682000,08-19-2009,10245,2092
1968, FRONT ST E ,, BERKELEY ST ,,02/11/2004,43.651290000,-79.364010000,08-20-2009,10718,1526
1969, QUEEN ST W ,, PALMERSTON AVE , TECUMSETH ST ,10/30/2003,43.646720000,-79.406540000,09-02-2015,10538,6170
1970, SHAW ST ,, LOBB AVE ,,08/18/2004,43.646980000,-79.417150000,01-14-2010,3069,486
1971, KINGSTON RD ,, ELMER AVE ,,04/27/2004,43.675709000,-79.305939000,11-11-2015,11640,579
1972, MOUNT PLEASANT RD ,, ROEHAMPTON AVE ,,07/29/2004,43.709630000,-79.390590000,01-17-2017,13719,3233
